Date,Angel,Baker Street,Euston,Great Portland Street,Marylebone,Old Street,Paddington,Warren Street,Aldgate,Aldgate East,Bank,Bethnal Green,Liverpool Street,Monument,Moorgate,Tower Gateway,Tower Hill,Whitechapel,Barbican,Chancery Lane,Euston Square,Farringdon,Goodge Street,Holborn,Oxford Circus,Russell Square,St Pauls,Tottenham Court Road,Bayswater,Bond Street,Gloucester Road,Knightsbridge,Lancaster Gate,Marble Arch,Notting Hill Gate,Queensway,Regents Park,South Kensington,Covent Garden,Green Park,High Street Kensington,Hyde Park Corner,Leicester Square,Piccadilly Circus,Sloane Square,St James's Park,Victoria,Westminster,Blackfriars,Cannon Street,Charing Cross,Embankment,Mansion House,Pimlico,Southwark,Temple,Vauxhall,Waterloo,Canary Wharf,London Bridge,Stratford
2023-01-03,12132,20211.0,11965.0,4991.0,3881.0,15792.0,23176.0,14880.0,10515.0,24373.0,11205.0,40594.0,10723.0,17392.0,1952.0,16054.0,15453.0,,5024,8238.0,7168.0,19594.0,4.0,20040.0,9761.0,10251.0,,,10809,9862.0,11701.0,1741.0,29352.0,,,,,,8778.0,33792.0,32431.0,12170.0,7599.0,45997.0,20014.0,,,,2961.0,11165.0,13646.0,4702.0,7181.0,8904.0,4146.0,14191.0,,,32205,57338.0,57622.0
2023-01-04,13155,21368.0,12728.0,5352.0,3956.0,17000.0,22343.0,15021.0,7083.0,8900.0,26953.0,12705.0,42810.0,11253.0,18686.0,1998.0,14591.0,17348.0,5666,9617.0,7538.0,20954.0,2544.0,20997.0,53937.0,8888.0,10793.0,50223.0,3235,37589.0,11406.0,18134.0,3701.0,10145.0,13219.0,7807.0,1850.0,25740.0,14296.0,31427.0,8048.0,4367.0,35762.0,32657.0,13910.0,9078.0,50937.0,22879.0,7723.0,3243.0,12410.0,15976.0,4665.0,8088.0,9578.0,4828.0,15322.0,37983.0,34048,65133.0,57609.0
2023-01-05,13813,21699.0,9094.0,5638.0,2924.0,17652.0,19106.0,15263.0,6442.0,11305.0,29222.0,12373.0,49174.0,11981.0,21498.0,2270.0,15891.0,19454.0,5705,8262.0,6963.0,28150.0,4813.0,22853.0,53837.0,9370.0,11649.0,60569.0,4054,42531.0,12235.0,18816.0,3560.0,10272.0,14308.0,7768.0,2017.0,26860.0,14406.0,30780.0,9766.0,4539.0,37138.0,32972.0,15250.0,9480.0,45646.0,22504.0,9121.0,3623.0,13460.0,17429.0,5570.0,8607.0,10099.0,5662.0,17109.0,41242.0,37588,44109.0,59341.0
2023-01-06,14970,21920.0,13586.0,5133.0,2778.0,17909.0,23453.0,14316.0,5825.0,11474.0,23674.0,14776.0,44466.0,9863.0,15494.0,2205.0,16856.0,17864.0,5145,8813.0,7199.0,19421.0,4588.0,21780.0,55410.0,9719.0,9999.0,56153.0,4195,39360.0,12173.0,19611.0,3139.0,11053.0,15101.0,8851.0,2028.0,27419.0,14961.0,31214.0,9739.0,5030.0,42839.0,35635.0,14747.0,8625.0,51716.0,21555.0,6570.0,2447.0,13536.0,16554.0,4046.0,8140.0,9198.0,4526.0,16115.0,38355.0,33689,63171.0,62821.0
2023-01-09,13793,24655.0,31691.0,6993.0,9273.0,20439.0,30981.0,19716.0,8777.0,11577.0,37555.0,12993.0,66351.0,11403.0,29300.0,2191.0,16373.0,22937.0,6895,12445.0,14303.0,44611.0,6893.0,23704.0,57431.0,10258.0,11444.0,58111.0,3726,44992.0,13004.0,15716.0,3396.0,10262.0,13439.0,6997.0,2514.0,27125.0,10234.0,32340.0,10378.0,4101.0,27797.0,26737.0,16179.0,11684.0,75255.0,21345.0,12188.0,5913.0,14199.0,16073.0,5445.0,9758.0,11423.0,6164.0,27470.0,66122.0,43077,65167.0,65419.0
2023-01-10,18552,29030.0,38506.0,8905.0,12613.0,26099.0,36693.0,23667.0,10978.0,13366.0,52231.0,14349.0,85235.0,15548.0,40260.0,2655.0,18262.0,24202.0,8605,16082.0,17368.0,58829.0,8442.0,30330.0,65575.0,12166.0,14868.0,69253.0,4317,50551.0,14212.0,16938.0,3490.0,11466.0,14770.0,7459.0,3096.0,32227.0,12399.0,37764.0,12084.0,4531.0,32597.0,32553.0,18267.0,15462.0,87608.0,23767.0,17013.0,7944.0,18452.0,21575.0,7752.0,11818.0,15101.0,6671.0,32592.0,86226.0,49189,78604.0,66934.0
2023-01-11,19369,29310.0,42035.0,9133.0,12246.0,26666.0,37063.0,23773.0,11227.0,15019.0,53529.0,15207.0,88916.0,16163.0,39683.0,2679.0,19185.0,24895.0,9134,16764.0,17129.0,59490.0,8689.0,29667.0,69910.0,12085.0,15410.0,73470.0,4491,53614.0,14431.0,17633.0,3976.0,11823.0,15554.0,7995.0,3238.0,32331.0,14886.0,39889.0,12753.0,4715.0,36434.0,35057.0,19058.0,15445.0,88306.0,25202.0,16250.0,7933.0,20133.0,21973.0,7674.0,11164.0,15760.0,8326.0,33656.0,86643.0,52529,81013.0,69416.0
2023-01-12,19779,32138.0,40670.0,10197.0,12850.0,29974.0,65309.0,24984.0,12016.0,16569.0,60946.0,16418.0,90593.0,17311.0,37211.0,4931.0,21764.0,20174.0,12131,18756.0,18882.0,46164.0,9322.0,35005.0,82233.0,13294.0,18184.0,53975.0,5042,45256.0,15667.0,18034.0,7058.0,12651.0,16610.0,8429.0,3382.0,35692.0,16209.0,41871.0,12697.0,4903.0,39682.0,37861.0,19637.0,15855.0,94467.0,24896.0,18515.0,9342.0,21174.0,24390.0,8549.0,12049.0,16267.0,9205.0,34372.0,93814.0,64430,90262.0,71905.0
2023-01-13,17984,28276.0,35983.0,7421.0,10622.0,22899.0,36067.0,20170.0,8286.0,14668.0,33301.0,16217.0,69176.0,11379.0,24418.0,2422.0,19834.0,23222.0,7227,11570.0,14530.0,40385.0,7286.0,26666.0,68006.0,12488.0,12159.0,72674.0,5310,48998.0,15758.0,19342.0,4751.0,12136.0,17188.0,9046.0,2982.0,36357.0,15883.0,36924.0,12690.0,4938.0,46593.0,38654.0,19416.0,12129.0,83436.0,23522.0,12078.0,5321.0,20151.0,21769.0,5270.0,10697.0,12020.0,6717.0,31016.0,75429.0,42850,78652.0,73998.0
2023-01-16,15071,27142.0,33804.0,7554.0,10593.0,21632.0,34382.0,20557.0,9068.0,13274.0,39113.0,13760.0,65600.0,12572.0,31303.0,2221.0,17775.0,23096.0,7925,13438.0,15581.0,46343.0,7757.0,27896.0,59254.0,12071.0,12997.0,59794.0,4318,45307.0,14606.0,16770.0,3669.0,10926.0,14512.0,7588.0,2914.0,31932.0,11652.0,33936.0,11751.0,4007.0,30227.0,29949.0,17297.0,13099.0,73473.0,24087.0,14431.0,6169.0,16588.0,17978.0,5987.0,10562.0,12448.0,9716.0,29113.0,66324.0,44704,70029.0,68963.0
2023-01-17,19386,30141.0,38699.0,9165.0,13345.0,27768.0,40269.0,24428.0,14296.0,9168.0,55368.0,15381.0,84274.0,16574.0,41782.0,2836.0,20124.0,25359.0,9691,16850.0,18444.0,61314.0,9234.0,32902.0,69588.0,12204.0,15591.0,72873.0,4703,51129.0,15498.0,16787.0,4136.0,12114.0,15993.0,7958.0,3158.0,34654.0,13221.0,39209.0,12574.0,4578.0,34177.0,32715.0,19255.0,16060.0,86094.0,25303.0,17182.0,8062.0,19708.0,21904.0,7956.0,11792.0,14223.0,11316.0,35148.0,80063.0,48769,79262.0,70364.0
2023-01-18,19566,30835.0,40027.0,9457.0,13115.0,28479.0,40316.0,24077.0,13338.0,12479.0,55097.0,15893.0,87585.0,16275.0,41703.0,2748.0,19905.0,25363.0,8712,16870.0,17264.0,63061.0,8977.0,33434.0,71790.0,12316.0,16734.0,76197.0,4955,53058.0,15915.0,18310.0,4430.0,12248.0,16307.0,8485.0,3375.0,34941.0,14801.0,42589.0,12969.0,4784.0,37006.0,36212.0,20198.0,16329.0,90084.0,27595.0,17248.0,8198.0,21185.0,23331.0,7998.0,11593.0,15653.0,10904.0,34585.0,83567.0,56089,85285.0,71982.0
